RUNID	Date start	Date end	ANSAMP	MCMID	Bond OK	Data OK	Median per row	Median per col	Noise	Noise error	Gain	Gain error	SER	SER error
190	2025-04-07T02:01:45	2025-04-07T03:29:28	300	18	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[12.0, 10.0, 8.75, 4.25, 11.0, 6.0, 9.0, 3.0, 11.0, 6.0, 6.5, 7.0, 12.0, 7.0, 10.5, 6.0]	[10.0, 8.0, 8.0, 4.0, 10.5, 6.0, 8.0, 3.25, 10.0, 5.5, 5.5, 6.0, 12.0, 6.0, 8.0, 5.5]	[55.9, 53.8, 52.58, 54.6, 55.88, 53.6, 56.8, 52.64, 53.1, 56.68, 54.93, 54.23, 53.83, 54.7, 56.55, 55.55]	[0.23, 0.21, 0.22, 0.2, 0.23, 0.22, 0.25, 0.19, 0.21, 0.27, 0.23, 0.25, 0.22, 0.22, 0.22, 0.22]	[248.81, 184.56, 243.32, 240.85, 248.36, 240.59, 179.26, 238.45, 234.41, 144.8, 247.95, 251.83, 246.05, 241.44, 248.73, 255.86]	[0.74, 1.53, 0.8, 0.96, 0.82, 0.94, 1.83, 1.18, 0.91, 5.95, 0.96, 0.9, 0.79, 1.03, 0.91, 0.88]	[0.1205, 0.09807, 0.10246, 0.07546, 0.12197, 0.08379, 0.0885, 0.06649, 0.12333, 0.01549, 0.08042, 0.08285, 0.12452, 0.08729, 0.10285, 0.09157]	[0.00122, 0.00129, 0.00121, 0.00108, 0.00117, 0.001, 0.00144, 0.00116, 0.00127, 0.00189, 0.00133, 0.00111, 0.00124, 0.00129, 0.00125, 0.00099]
190	2025-04-07T02:01:45	2025-04-07T03:29:28	300	19	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[7.0, 11.5, 7.0, 6.0, 14.0, 10.0, 7.0, 16.0, 16.0, 9.0, 12.25, 31.0, 10.5, 9.0, 12.0, 2294.25]	[1.0, 11.0, 8.0, 10.0, 12.0, 8.5, 8.0, 12.5, 14.0, 9.0, 12.0, 16.0, 10.0, 8.0, 12.5, 2700.5]	[-1, 59.89, 58.57, 59.15, 58.56, 56.28, 59.12, 58.45, 57.91, 59.28, 58.1, 57.52, 57.72, 58.66, 56.95, 57.71]	[-1, 0.23, 0.26, 0.24, 0.23, 0.22, 0.24, 0.23, 0.3, 0.25, 0.22, 0.24, 0.27, 0.27, 0.2, 0.22]	[-1, 256.13, 247.06, 178.04, 251.98, 251.63, 249.9, 251.04, 252.19, 249.79, 252.62, 256.13, 240.1, 252.94, 151.7, 257.75]	[-1, 0.94, 0.99, 4.09, 0.84, 0.86, 1.05, 0.99, 0.82, 1.06, 0.93, 0.98, 0.88, 0.85, 4.24, 0.91]	[-1, 0.09327, 0.08721, 0.02529, 0.11105, 0.08896, 0.08187, 0.0864, 0.12374, 0.08977, 0.08666, 0.08519, 0.10931, 0.09331, 0.02481, 0.16177]	[-1, 0.00111, 0.00119, 0.00132, 0.00124, 0.00116, 0.00124, 0.00125, 0.00134, 0.00117, 0.00123, 0.00622, 0.0011, 0.00117, 0.00188, 0.00207]
190	2025-04-07T02:01:45	2025-04-07T03:29:28	300	20	[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]	[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]	[10.0, -1, 12.0, 5.25, 13.5, -1, 4.0, 9.0, 11.0, -1, -1, 5.0, 8.75, -1, 0.0, 7.5]	[9.0, -1, 10.0, 5.0, 12.0, -1, 4.0, 7.0, 9.5, -1, -1, 5.0, 8.5, -1, 0.0, 6.5]	[54.91, -1, 52.73, 56.17, 55.76, -1, 53.62, 55.16, 56.17, -1, -1, 53.19, 54.43, -1, 54.25, 55.15]	[0.22, -1, 0.23, 0.24, 0.25, -1, 0.2, 0.22, 0.21, -1, -1, 0.2, 0.22, -1, 0.19, 0.21]	[241.35, -1, 157.62, 203.08, 249.07, -1, 241.76, 250.8, 249.02, -1, -1, 238.05, 251.03, -1, 99.67, 249.61]	[0.9, -1, 1.88, 1.23, 0.74, -1, 0.97, 0.87, 0.81, -1, -1, 0.97, 0.75, -1, 15.95, 0.88]	[0.1127, -1, 0.11359, 0.08271, 0.1272, -1, 0.07385, 0.09469, 0.10312, -1, -1, 0.0816, 0.10579, -1, 0.0032, 0.09386]	[0.00135, -1, 0.00183, 0.00094, 0.00112, -1, 0.00115, 0.00101, 0.00116, -1, -1, 0.00109, 0.00134, -1, 0.00401, 0.00111]
190	2025-04-07T02:01:45	2025-04-07T03:29:28	300	21	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[8.75, 6.0, 8.0, 6.0, 8.0, 7.5, 5.0, 8.0, 8.0, 9.0, 2.0, 6.0, 7.5, 12.0, 6.0, 8.5]	[8.0, 5.0, 7.0, 3.0, 8.0, 6.0, 4.0, 7.0, 6.5, 8.25, 2.0, 5.5, 6.5, 11.0, 5.25, 7.5]	[53.29, 53.45, 53.42, 52.86, 52.81, 57.18, 54.11, 56.73, 52.15, 54.53, 53.24, 53.07, 52.59, 53.11, 53.36, 53.38]	[0.19, 0.19, 0.22, 0.23, 0.19, 0.23, 0.2, 0.19, 0.23, 0.2, 0.19, 0.23, 0.21, 0.2, 0.2, 0.27]	[238.68, 231.9, 247.02, 156.86, 136.99, 239.73, 244.99, 251.41, 240.31, 161.81, 156.42, 127.16, 234.37, 227.84, 247.82, 249.37]	[0.85, 1.01, 0.9, 3.45, 1.86, 1.03, 1.05, 0.9, 0.79, 3.85, 4.02, 2.29, 0.82, 1.12, 0.83, 0.75]	[0.10841, 0.08416, 0.09228, 0.04252, 0.09523, 0.08394, 0.06481, 0.0861, 0.10084, 0.02775, 0.02674, 0.06051, 0.10177, 0.10603, 0.0912, 0.09967]	[0.00117, 0.00105, 0.00127, 0.00187, 0.0019, 0.00133, 0.001, 0.00111, 0.00116, 0.0015, 0.00144, 0.00202, 0.00096, 0.00116, 0.00124, 0.00105]
190	2025-04-07T02:01:45	2025-04-07T03:29:28	300	42A	[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]	[2.25, 29.25, 5.0, 0.5, -1, 37019.25, 7.5, 1.0, 8.75, 42.0, 8.0, 5.0, 6.0, 17.25, 11.5, 2.0]	[1.5, 28.5, 3.5, 0.0, -1, 36940.0, 10.5, 0.0, 8.0, 44.0, 6.0, 4.0, 4.5, 17.0, 14.25, 1.5]	[55.88, 52.11, 52.73, 56.83, -1, 832.7, -1, 54.99, 54.37, 53.46, 56.33, 51.58, 55.51, 52.15, -1, 53.21]	[0.23, 0.21, 0.22, 0.22, -1, 342.24, -1, 0.19, 0.22, 0.24, 0.23, 0.19, 0.24, 0.18, -1, 0.18]	[222.3, 156.82, 237.47, 229.29, -1, 300.0, -1, 176.93, 249.75, 160.25, 247.52, 234.62, 241.19, 170.21, -1, 237.63]	[1.87, 3.28, 1.41, 2.17, -1, 0.0, -1, 2.71, 1.11, 3.36, 1.39, 1.24, 1.28, 3.42, -1, 1.42]	[0.03823, 0.03079, 0.04736, 0.02999, -1, 0.1, -1, 0.03103, 0.06026, 0.05351, 0.05043, 0.06267, 0.0511, 0.05436, -1, 0.04557]	[0.0011, 0.00166, 0.00108, 0.00157, -1, 0.0, -1, 0.00119, 0.00124, 0.00201, 0.0011, 0.00137, 0.00114, 0.00192, -1, 0.00109]
190	2025-04-07T02:01:45	2025-04-07T03:29:28	300	44	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[0.0, -0.75, 0.0, -0.25, -0.75, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, -1.0, 1.25, -1, -0.25, -1.5]	[-0.5, -1.0, 0.0, -0.5, -0.5, 0.0, 0.5, 0.0, 0.5, 0.0, 1.0, -1.0, 1.0, -1, -1.0, -1.0]	[52.96, 54.0, 54.92, 57.7, 55.64, 56.58, 55.08, 57.51, 52.62, 59.55, 55.32, 53.89, 55.28, -1, 55.44, 55.69]	[0.19, 0.18, 0.22, 0.2, 0.23, 0.21, 0.23, 0.26, 0.2, 0.25, 0.25, 0.21, 0.23, -1, 0.24, 0.24]	[271.29, 281.45, 269.4, 276.14, 257.37, 272.26, 277.19, 271.23, 264.62, 279.58, 273.18, 263.82, 279.11, -1, 268.34, 266.75]	[2.74, 3.31, 2.32, 3.32, 3.91, 3.22, 2.14, 2.71, 2.37, 2.86, 2.51, 3.48, 1.66, -1, 2.64, 3.27]	[0.0188, 0.01674, 0.02354, 0.01893, 0.01863, 0.01853, 0.02394, 0.01926, 0.02345, 0.02155, 0.02334, 0.01535, 0.03114, -1, 0.02354, 0.01722]	[0.00086, 0.00098, 0.00088, 0.001, 0.00104, 0.00093, 0.00085, 0.00094, 0.00103, 0.00108, 0.00084, 0.00077, 0.00097, -1, 0.00085, 0.00079]
190	2025-04-07T02:01:45	2025-04-07T03:29:28	300	45	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1.0, 2.0, -1.0, -1.0, 1.5, 2.0, -1.0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 0.0, 1.0, 1.0]	[0.0, 2.0, -0.5, -0.5, 1.5, 1.0, -1.0, 1.0, 3.0, 1.5, 1.0, 1.0, 1.0, 0.0, 0.5, 0.5]	[58.34, 61.89, 59.65, 56.51, 56.55, 60.72, 56.7, 57.05, 59.18, 58.05, 60.57, 57.16, 57.04, 57.48, 59.19, 58.17]	[0.24, 0.23, 0.23, 0.24, 0.23, 0.26, 0.21, 0.26, 0.28, 0.26, 0.26, 0.25, 0.25, 0.24, 0.22, 0.23]	[262.6, 288.87, 275.0, 268.0, 258.0, 275.69, 267.86, 284.33, 271.06, 285.58, 273.95, 267.77, 269.87, 277.13, 279.86, 274.08]	[2.81, 1.82, 4.23, 3.46, 2.0, 2.71, 2.94, 2.28, 1.86, 2.25, 2.37, 2.43, 2.28, 2.33, 2.43, 3.08]	[0.0181, 0.0297, 0.01597, 0.01599, 0.02863, 0.02548, 0.01796, 0.02161, 0.03456, 0.02746, 0.02528, 0.02559, 0.02668, 0.02464, 0.02818, 0.01979]	[0.0009, 0.00083, 0.00088, 0.00082, 0.0009, 0.00092, 0.00075, 0.00088, 0.00115, 0.00104, 0.001, 0.001, 0.00095, 0.00097, 0.00095, 0.001]
190	2025-04-07T02:01:45	2025-04-07T03:29:28	300	46	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[-1.0, -1.0, -0.5, 0.0, 1.0, 0.0, 0.0, 0.25, 2.0, 1.0, 0.0, 0.0, -1.0, 1.0, 0.0, -1.0]	[-1.0, -1.0, 0.0, -1.0, 1.0, -0.5, -0.5, -0.5, 1.0, -0.5, -0.5, 0.0, -0.5, 0.0, 0.5, -1.0]	[56.09, 59.77, 59.52, 54.28, 55.24, 55.75, 63.3, 56.1, 59.91, 62.03, 56.36, 59.35, 58.45, 58.96, 63.08, 58.11]	[0.2, 0.25, 0.24, 0.21, 0.2, 0.26, 0.29, 0.28, 0.22, 0.27, 0.21, 0.22, 0.26, 0.29, 0.28, 0.22]	[268.91, 269.62, 274.31, 281.52, 261.44, 272.15, 281.35, 270.01, 267.16, 271.79, 272.92, 269.02, 268.84, 272.75, 285.41, 274.23]	[4.67, 4.63, 4.06, 3.05, 2.1, 3.1, 4.02, 2.9, 2.97, 3.09, 3.09, 5.17, 3.04, 3.39, 3.14, 3.57]	[0.01401, 0.01547, 0.01526, 0.02099, 0.03086, 0.01882, 0.01651, 0.01675, 0.02149, 0.01999, 0.01907, 0.0135, 0.0205, 0.02289, 0.02249, 0.01588]	[0.00089, 0.0009, 0.00101, 0.00101, 0.00097, 0.00076, 0.00111, 0.00096, 0.00094, 0.00088, 0.00106, 0.00068, 0.00095, 0.00092, 0.00085, 0.00086]
190	2025-04-07T02:01:45	2025-04-07T03:29:28	300	47	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]	[-2.0, -1.0, -1.0, 0.0, 0.0, -0.75, -0.5, 1.0, 0.0, 0.0, -2.0, -1, -1.0, -0.5, -1.0, -1.0]	[-1.5, -1.5, -1.0, -0.5, 0.0, -1.0, -1.0, 1.5, -0.5, 0.0, -2.0, -1, -1.0, -0.5, -1.0, -1.0]	[57.1, 58.34, 57.82, 57.32, 56.74, 58.11, 59.8, 58.51, 56.46, 57.18, -1, -1, 58.57, 59.55, 57.6, 55.38]	[0.28, 0.26, 0.23, 0.24, 0.2, 0.28, 0.22, 0.21, 0.23, 0.21, -1, -1, 0.26, 0.21, 0.25, 0.21]	[273.23, 272.12, 272.81, 263.72, 266.99, 278.34, 271.56, 143.47, 279.09, 267.99, -1, -1, 280.95, 273.56, 280.11, 272.55]	[4.33, 4.53, 3.57, 3.22, 3.97, 4.06, 4.33, 8.35, 2.62, 3.64, -1, -1, 3.79, 3.53, 3.28, 3.21]	[0.01277, 0.01259, 0.01988, 0.01902, 0.01718, 0.01543, 0.01466, 0.00725, 0.02686, 0.01593, -1, -1, 0.01846, 0.01937, 0.01719, 0.01842]	[0.00077, 0.00089, 0.00099, 0.00084, 0.00084, 0.00096, 0.00095, 0.00184, 0.00091, 0.00088, -1, -1, 0.00088, 0.00104, 0.00092, 0.00078]
190	2025-04-07T02:01:45	2025-04-07T03:29:28	300	48B	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	[0.0, 2.0, 1.0, 1.25, 0.75, 3.0, 0.0, 1.25, 2.25, 2.0, 8.0, 1.0, 1.0, 1.0, 1.0, 1.0]	[0.0, 2.0, 0.5, 1.0, 0.5, 3.0, 0.0, 1.0, 1.75, 2.0, 11.0, 1.0, 1.0, 1.0, 0.5, 0.5]	[57.01, 66.05, 64.96, 64.78, 61.19, 64.66, 65.46, 61.6, 59.99, 62.06, -1, 55.68, 63.29, 64.5, 61.11, 60.97]	[0.25, 0.28, 0.29, 0.27, 0.23, 0.3, 0.26, 0.25, 0.21, 0.29, -1, 0.2, 0.26, 0.27, 0.24, 0.26]	[268.38, 281.99, 279.95, 284.37, 258.0, 286.61, 280.12, 272.0, 257.79, 269.48, -1, 266.98, 269.79, 282.39, 277.38, 271.05]	[2.71, 2.5, 2.62, 2.79, 3.02, 2.16, 4.13, 2.55, 2.42, 2.19, -1, 2.77, 2.79, 2.9, 2.33, 3.47]	[0.02357, 0.02726, 0.02244, 0.02337, 0.02226, 0.03571, 0.01561, 0.02631, 0.02588, 0.0299, -1, 0.02285, 0.02634, 0.02157, 0.02383, 0.02065]	[0.00077, 0.00101, 0.00096, 0.00113, 0.00109, 0.00081, 0.00095, 0.001, 0.00109, 0.00097, -1, 0.00085, 0.00111, 0.00112, 0.00104, 0.00099]
190	2025-04-07T02:01:45	2025-04-07T03:29:28	300	48	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[-1.0, -1.0, -1.0, -1.0, 0.0, -1.0, 2.0, -1.0, 1.0, -1.0, 0.0, -1.0, 0.0, -1.25, -1.0, 0.0]	[-1.0, -1.0, -1.0, -1.5, 0.0, -1.0, 1.5, -1.0, 0.5, -1.0, -1.0, -1.0, 0.0, -1.5, -0.5, 0.0]	[54.14, 55.55, 53.54, 58.35, 58.32, 60.63, 54.42, 56.39, 56.01, 55.06, 55.03, 57.99, 53.31, 59.02, 54.88, 58.39]	[0.19, 0.23, 0.22, 0.23, 0.23, 0.24, 0.23, 0.24, 0.22, 0.21, 0.22, 0.24, 0.21, 0.23, 0.24, 0.23]	[268.67, 264.44, 265.07, 277.73, 268.51, 274.88, 155.88, 267.85, 279.93, 250.94, 241.65, 265.37, 264.16, 279.57, 267.42, 285.34]	[2.83, 4.29, 4.21, 5.62, 3.63, 4.24, 5.79, 5.23, 2.92, 3.44, 3.08, 3.66, 2.21, 6.3, 3.18, 2.45]	[0.01805, 0.01253, 0.01438, 0.0135, 0.02017, 0.01447, 0.01049, 0.01315, 0.01994, 0.01438, 0.01849, 0.01765, 0.0235, 0.01078, 0.01704, 0.02273]	[0.00081, 0.00089, 0.00082, 0.00084, 0.00108, 0.0008, 0.00204, 0.00094, 0.00112, 0.00097, 0.00092, 0.00078, 0.00083, 0.00093, 0.00076, 0.00098]
190	2025-04-07T02:01:45	2025-04-07T03:29:28	300	49	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]	[5.0, 3.0, 3.0, 4.0, 5.0, 5.0, 3.0, 4.0, 8.0, 197.25, -2.0, 3.0, 7.5, 5.5, 3.0, 3.0]	[4.0, 3.0, 2.5, 3.5, 4.0, 4.5, 2.5, 3.5, 6.5, 152.25, -1.5, 4.0, 5.5, 5.0, 3.0, 3.5]	[60.58, 63.94, 61.28, 62.37, 56.7, 61.79, 64.57, 63.12, 65.24, 61.31, -1, 62.73, 62.86, 63.72, 61.32, 64.02]	[0.27, 0.25, 0.29, 0.27, 0.22, 0.26, 0.27, 0.28, 0.29, 0.28, -1, 0.28, 0.29, 0.27, 0.28, 0.28]	[273.72, 279.27, 265.17, 278.05, 273.17, 267.61, 289.94, 276.77, 279.95, 275.59, -1, 284.61, 279.01, 273.71, 273.68, 284.13]	[1.17, 1.43, 1.27, 1.26, 1.02, 1.36, 1.54, 1.24, 1.11, 0.53, -1, 1.5, 0.98, 1.52, 1.43, 1.59]	[0.06443, 0.05688, 0.05981, 0.06242, 0.07003, 0.06096, 0.05419, 0.05388, 0.0801, 0.20223, -1, 0.05455, 0.0798, 0.05667, 0.05932, 0.05377]	[0.00092, 0.00099, 0.00083, 0.00085, 0.00094, 0.00118, 0.00101, 0.00074, 0.00118, 0.00246, -1, 0.00082, 0.00101, 0.00093, 0.00103, 0.00088]
191	2025-04-07T03:36:35	2025-04-07T05:04:17	300	15	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]	[28.25, 10.0, 8.25, 6.0, 15.0, 9.75, 6.0, 5.0, 12.5, 8.25, 11.0, 10.0, 10.0, -1, 10.0, 6.0]	[15.0, 9.0, 8.75, 5.5, 15.0, 10.0, 5.0, 4.0, 11.5, 6.0, 10.5, 8.0, 9.5, -1, 9.0, 5.5]	[54.74, 62.89, 66.18, 56.66, 56.63, 62.23, 59.99, 54.76, 56.77, 63.1, 65.57, 54.87, 57.85, -1, 63.41, 55.28]	[0.19, 0.29, 0.29, 0.23, 0.21, 0.28, 0.21, 0.2, 0.24, 0.26, 0.3, 0.21, 0.25, -1, 0.26, 0.2]	[218.92, 243.97, 246.74, 246.14, 247.84, 252.17, 236.52, 240.92, 241.95, 248.13, 250.37, 195.61, 239.68, -1, 257.64, 153.57]	[2.11, 1.22, 1.37, 0.99, 0.84, 1.03, 1.38, 1.03, 0.96, 1.41, 1.3, 1.46, 0.91, -1, 1.12, 4.38]	[0.13819, 0.09778, 0.0835, 0.08231, 0.11881, 0.09818, 0.07033, 0.07588, 0.12129, 0.07101, 0.08843, 0.09765, 0.10903, -1, 0.08129, 0.02195]	[0.00332, 0.00129, 0.00129, 0.00096, 0.00139, 0.00137, 0.00112, 0.00094, 0.00133, 0.00132, 0.00121, 0.00115, 0.00113, -1, 0.00117, 0.00165]
191	2025-04-07T03:36:35	2025-04-07T05:04:17	300	18	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[12.5, 6.0, 8.0, 9.0, 16.0, 6.5, 6.0, 3.0, 9.75, 6.25, 4.25, 7.0, 15.0, 8.75, 8.0, 6.0]	[11.5, 5.5, 7.5, 8.0, 13.0, 6.0, 5.0, 3.0, 8.5, 6.0, 4.0, 5.5, 14.5, 8.5, 7.0, 5.0]	[55.82, 53.71, 52.73, 54.6, 56.08, 53.37, 55.99, 52.94, 53.16, 56.36, 54.9, 54.44, 53.68, 54.35, 56.41, 56.33]	[0.2, 0.18, 0.26, 0.21, 0.23, 0.23, 0.21, 0.24, 0.21, 0.21, 0.24, 0.22, 0.19, 0.2, 0.23, 0.22]	[247.96, 183.51, 244.14, 239.8, 247.51, 238.87, 178.76, 237.07, 233.81, 148.18, 249.29, 250.98, 246.04, 241.98, 247.75, 254.98]	[0.73, 1.56, 0.92, 0.97, 0.89, 1.02, 1.58, 1.04, 0.87, 4.82, 1.01, 0.84, 0.75, 0.92, 0.88, 0.84]	[0.12176, 0.08043, 0.09171, 0.09816, 0.13073, 0.07896, 0.07733, 0.06717, 0.11092, 0.0196, 0.07471, 0.08277, 0.14446, 0.09925, 0.08706, 0.08953]	[0.00116, 0.00132, 0.0013, 0.00118, 0.00145, 0.00125, 0.00125, 0.00093, 0.00116, 0.00141, 0.00097, 0.00117, 0.00148, 0.00122, 0.00113, 0.00094]
191	2025-04-07T03:36:35	2025-04-07T05:04:17	300	19	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[6.0, 4.0, 9.0, 7.0, 12.25, 8.0, 9.25, 12.0, 14.0, 14.0, 12.0, 27.0, 8.5, 9.0, 11.0, 2278.75]	[0.25, 4.5, 8.5, 8.0, 12.0, 8.5, 8.5, 10.0, 11.5, 13.0, 11.0, 13.5, 9.0, 10.0, 13.0, 2656.5]	[-1, 59.33, 58.29, 59.07, 58.42, 57.05, 59.87, 58.26, 58.57, 59.16, 56.86, 56.87, 57.71, 58.95, 57.64, 57.86]	[-1, 0.27, 0.27, 0.26, 0.27, 0.2, 0.23, 0.25, 0.23, 0.21, 0.22, 0.23, 0.19, 0.26, 0.23, 0.26]	[-1, 255.04, 246.58, 173.95, 252.19, 251.99, 249.77, 249.69, 251.96, 250.91, 250.04, 256.09, 239.85, 252.33, 168.64, 257.81]	[-1, 1.03, 0.97, 4.39, 0.86, 0.95, 0.98, 0.98, 0.85, 0.86, 0.92, 1.08, 1.07, 0.89, 4.43, 0.99]	[-1, 0.06917, 0.09748, 0.02803, 0.11073, 0.08838, 0.09227, 0.07556, 0.11904, 0.10621, 0.0788, 0.08384, 0.09849, 0.08612, 0.0229, 0.1786]	[-1, 0.001, 0.0012, 0.00151, 0.00128, 0.00113, 0.00117, 0.00095, 0.0013, 0.00112, 0.00112, 0.00474, 0.00128, 0.00119, 0.00216, 0.00248]
191	2025-04-07T03:36:35	2025-04-07T05:04:17	300	20	[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]	[1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1]	[10.0, -1, 7.5, 8.0, 10.75, -1, 10.0, 12.0, 9.25, -1, -1, 5.0, 9.0, -1, 0.0, 5.0]	[10.0, -1, 8.0, 7.0, 8.0, -1, 8.0, 8.5, 9.0, -1, -1, 4.5, 8.0, -1, -0.5, 5.0]	[54.87, -1, 52.63, 56.38, 55.63, -1, 53.18, 55.06, 55.57, -1, -1, 53.28, 54.23, -1, 53.92, 54.8]	[0.2, -1, 0.23, 0.21, 0.26, -1, 0.23, 0.18, 0.2, -1, -1, 0.21, 0.23, -1, 0.22, 0.24]	[241.1, -1, 157.15, 203.66, 249.15, -1, 241.39, 249.97, 248.91, -1, -1, 238.32, 251.68, -1, 135.09, 250.24]	[0.95, -1, 1.96, 1.44, 0.82, -1, 0.91, 0.86, 0.77, -1, -1, 1.03, 0.79, -1, 13.17, 0.92]	[0.10849, -1, 0.09888, 0.09157, 0.11699, -1, 0.09417, 0.09398, 0.11289, -1, -1, 0.07969, 0.11552, -1, 0.00357, 0.08749]	[0.00116, -1, 0.00199, 0.00102, 0.00138, -1, 0.00108, 0.00103, 0.00109, -1, -1, 0.00114, 0.00127, -1, 0.00162, 0.00101]
191	2025-04-07T03:36:35	2025-04-07T05:04:17	300	21	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]	[6.0, 5.0, 5.75, 3.25, 9.0, 8.0, 5.0, 6.0, 7.25, 17.75, 11.0, 8.0, 7.0, 7.0, 8.5, 6.0]	[6.0, 4.5, 5.0, 4.0, 8.0, 6.5, 5.0, 6.0, 7.0, 16.5, 12.0, 6.0, 6.5, 7.0, 7.5, 5.0]	[53.19, 53.81, 53.43, 53.11, 52.95, 57.86, 53.51, 56.37, 52.43, 53.93, 53.32, 52.58, 53.5, 54.01, 53.24, 53.64]	[0.22, 0.24, 0.2, 0.19, 0.2, 0.27, 0.21, 0.2, 0.22, 0.21, 0.21, 0.22, 0.19, 0.2, 0.21, 0.22]	[238.61, 232.47, 247.06, 156.1, 136.45, 239.32, 244.82, 251.57, 240.46, 165.16, 158.07, 130.69, 234.49, 227.13, 247.81, 248.62]	[0.81, 1.05, 0.94, 4.67, 1.86, 1.03, 0.99, 1.11, 0.74, 3.55, 3.26, 2.3, 0.81, 1.15, 0.92, 0.9]	[0.09935, 0.07585, 0.08286, 0.0205, 0.09459, 0.08601, 0.06841, 0.07007, 0.10679, 0.04649, 0.05404, 0.06563, 0.09963, 0.08498, 0.08727, 0.08007]	[0.00101, 0.00111, 0.00126, 0.00155, 0.00218, 0.00133, 0.00089, 0.00118, 0.00099, 0.0022, 0.00183, 0.00183, 0.00123, 0.00126, 0.00131, 0.00099]
